ID	Name	TYPE1	TYPE2	STAND	WALK
4773	Juvinate guard	54	1015	4702	4700
4774	Vampyre juvenile	45	1014	4702	4699
4775	Vampyre juvenile	45	1013	4703	4700
4776	Vampyre juvinate	54	1014	4702	4699
4777	Vampyre juvinate	54	1015	4702	4700
4778	Held vampyre juvenile	54	1010	4768	-1
4779	Held vampyre juvenile	54	1010	4768	-1
4780	Held vampyre juvinate	54	1010	4768	-1
4781	Held vampyre juvinate	54	1010	4768	-1
4782	Vampyre juvinate	0	1006	4711	4699
4783	Former vampyre	0	4	808	819
4784	Former vampyre	0	4	808	819
4785	Former vampyre	0	4	808	819
4786	Former vampyre	0	4	808	819
4787	Former vampyre	0	4	808	819
4788	Former vampyre	0	4	808	819
4789	Angry vampyre	64	4	808	819
4790	Angry vampyre	64	4	808	819
4791	Vanstrom Klause	0	1014	4702	4699
4792	Vanstrom Klause	0	1014	4702	4699
4793	Vanstrom Klause	169	1014	4702	4699
4794	Vanstrom Klause	0	1011	4690	4684
4795	Vanstrom Klause	0	1018	4707	-1
4796	Vanstrom Klause	0	1012	4696	-1
4797	Vanescula Drakan	0	1016	4703	4699
4798	Vanescula Drakan	0	1013	4703	4700
4799	Vanescula Drakan	0	1011	4690	4684
4800	Vanescula Drakan	0	1018	4707	-1
4801	Ranis Drakan	0	1014	4702	4699
4802	Ranis Drakan	0	1014	4702	4699
4803	Ranis Drakan	0	1011	4690	4684
4804	Ranis Drakan	0	1018	4707	-1
4805	Vyrewatch	110	1013	4703	4700
4806	Vyrewatch	120	1013	4703	4700
4807	Vyrewatch	130	1013	4703	4700
4808	Vyrewatch	140	1013	4703	4700
4809	Flying female vampire	110	1017	4706	-1
4810	Flying female vampire	120	1017	4706	-1
4811	Flying female vampire	130	1017	4706	-1
4812	Flying female vampire	140	1017	4706	-1
4813	Vyrewatch	110	161	4689	4683
4814	Vyrewatch	120	161	4689	4683
4815	Vyrewatch	130	161	4689	4683
4816	Vyrewatch	140	161	4689	4683
4817	Vyrewatch	110	1014	4702	4699
4818	Vyrewatch	120	1014	4702	4699
4819	Vyrewatch	130	1014	4702	4699
4820	Vyrewatch	140	1014	4702	4699
4821	Vyrewatch	110	1017	4706	-1
4822	Vyrewatch	120	1017	4706	-1
4823	Vyrewatch	130	1017	4706	-1
4824	Vyrewatch	140	1017	4706	-1
4825	Vyrewatch	110	161	4689	4683
4826	Vyrewatch	120	161	4689	4683
4827	Vyrewatch	130	161	4689	4683
4828	Vyrewatch	140	161	4689	4683
4829	Vyrewatch	110	161	4689	4683
4830	Vyrewatch	120	161	4689	4683
4831	Vyrewatch	130	161	4689	4683
4832	Vyrewatch	140	161	4689	4683
4833	Vyrewatch	110	161	4689	4683
4834	Vyrewatch	120	161	4689	4683
4835	Vyrewatch	130	161	4689	4683
4836	Vyrewatch	140	161	4689	4683
4837	Vyrewatch	110	1013	4703	4700
4838	Vyrewatch	120	1013	4703	4700
4839	Vyrewatch	130	1013	4703	4700
4840	Vyrewatch	140	1013	4703	4700
4841	Vyrewatch	110	1014	4702	4699
4842	Vyrewatch	120	1014	4702	4699
4843	Vyrewatch	130	1014	4702	4699
4844	Vyrewatch	140	1014	4702	4699
4845	Flying female vampire	110	1017	4706	-1
4846	Flying female vampire	120	1017	4706	-1
4847	Flying female vampire	130	1017	4706	-1
4848	Flying female vampire	140	1017	4706	-1
4849	Vyrewatch	110	1017	4706	-1
4850	Vyrewatch	120	1017	4706	-1
4851	Vyrewatch	130	1017	4706	-1
4852	Vyrewatch	140	1017	4706	-1
4856	Ezekial Lovecraft	0	4	808	819
4861	Sarius Guile	0	4	808	819
4862	Vanstrom Klause	169	1014	4702	4699
4863	Kennith	0	1105	7158	4789
4864	Kennith	0	165	7158	7160
4866	Holgart	0	1106	4788	1205
4867	Holgart	0	1109	-1	4787
4868	Holgart	0	1110	-1	4790
4870	Fisherman	0	1111	4825	4779
4872	Col. O'Niall	0	276	4780	-1
4873	Col. O'Niall	0	276	4780	-1
4874	Mayor Hobb	0	1	808	819
4875	Mayor Hobb	0	4	808	819
4878	Brother Maledict	0	4	808	819
4879	Brother Maledict	0	277	808	4779
4883	Witchaven villager	0	4	808	819
4884	Witchaven villager	0	277	808	4779
4885	Witchaven villager	0	4	808	819
4886	Witchaven villager	0	277	808	4779
4887	Witchaven villager	0	4	808	819
4888	Witchaven villager	0	277	808	4779
4889	Mother Mallum	0	1090	4819	4820
4890	Slug Prince	62	1091	4828	4821
4892	Giant lobster	0	278	6263	6264
4893	Giant Lobster	45	278	6263	6264
4894	Sea slug	0	253	932	933
4895	Jeb	0	4	808	819
4896	Jeb	0	1088	808	4824
4897	Sir Tinley	0	1089	2253	819
4898	Hobgoblin	28	88	166	162
4899	Cooking Tutor	0	117	9870	9869
4900	Crafting Tutor	0	117	9870	9869
4901	Fishing Tutor	0	207	9679	-1
4902	Mining Tutor	0	208	3461	9678
4903	Prayer Tutor	0	117	9870	9869
4904	Smelting Tutor	0	117	9870	9869
4905	Smithing Tutor	0	117	9870	9869
4906	Woodcutting Tutor	0	117	9870	9869
4907	Bank Tutor	0	209	9870	9870
4908	Fishing spot	0	178	9645	9645
4909	Fritz the Glassblower	0	389	4859	819
4910	Earth elemental	35	1174	4866	4867
4911	Elemental rock	0	1175	4864	4864
4913	Jig cart	0	-1	-1	-1
4914	Jig cart	0	-1	-1	-1
4915	Jig cart	0	-1	-1	-1
4916	Jig cart	0	-1	-1	-1
4917	Jig cart	0	-1	-1	-1
4918	Jig cart	0	-1	-1	-1
4919	Abidor Crank	0	53	813	1146
4920	Giant crypt rat	76	133	4932	4931
4921	Giant crypt rat	76	133	4932	4931
4922	Giant rat	3	9	4932	4931
4923	Giant rat	3	9	4932	4931
4924	Giant rat	3	9	4932	4931
4925	Giant rat	3	9	4932	4931
4926	Giant rat	6	9	4932	4931
4927	Giant rat	6	9	4932	4931
4928	Dungeon rat	12	9	4932	4931
4929	Dungeon rat	12	9	4932	4931
4930	Goat	23	63	5339	5340
4931	Goat	23	63	5339	5340
4932	Billy Goat	33	63	5339	5340
4933	Goat	23	63	5339	5340
4934	Goat	23	63	5339	5340
4935	Billy Goat	33	63	5339	5340
4936	Dungeon rat	12	133	4932	4931
4937	Dungeon rat	12	133	4932	4931
4938	Angry giant rat	45	9	4932	4931
4939	Angry giant rat	45	9	4932	4931
4940	Angry giant rat	47	9	4932	4931
4941	Blessed giant rat	9	9	4932	4931
4942	Giant rat	3	9	4932	4931
4943	Giant rat	3	9	4932	4931
4944	Giant rat	26	9	4932	4931
4945	Giant rat	26	9	4932	4931
4946	Ignatius Vulcan	0	4	808	819
4947	My Arm	0	922	4986	283
4948	My Arm	0	922	4986	283
4949	My Arm	0	922	4986	283
4957	My Arm	0	927	4986	-1
4958	My Arm	0	927	4986	-1
4959	My Arm	0	927	4986	-1
4960	Adventurer	0	923	479	-1
4962	Captain Barnaby	0	4	808	819
4963	Murcaily	0	119	813	819
4964	Jagbakoba	0	119	813	819
4965	Tool Leprechaun	0	1510	6268	11695
4967	Flies	0	-1	-1	-1
4968	Unnamed troll child	0	42	286	283
4969	Drunken dwarf's leg	0	42	286	283
4971	Baby Roc	75	925	5029	5030
4972	Giant Roc	172	924	5021	5022
4973	Shadow	0	-1	-1	-1
4974	Captain Barnaby	0	-1	-1	-1
4975	Male slave	0	280	6935	819
4976	Male slave	0	280	6935	819
4977	Female slave	0	280	6935	819
4978	Female slave	0	280	6935	819
4979	Cart Camel	0	1062	5044	-1
4980	Mine Cart	0	-1	-1	-1
4981	Mine Cart	0	-1	-1	-1
4982	Ana	0	-1	-1	-1
4983	Mercenary	45	4	808	819
4988	Irena	0	4	808	819
4989	Mercenary	45	4	808	819
4990	Mercenary	45	4	808	819
4991	Mercenary	45	4	808	819
4992	Mercenary	45	4	808	819
4993	Guard	45	4	808	819
4994	Guard	45	4	808	819
4995	Guard	45	4	808	819
4996	Guard	45	4	808	819
4997	Guard	45	4	808	819
4998	Guard	45	4	808	819
4999	Guard	45	4	808	819
5000	Guard	45	4	808	819
5001	Guard	45	4	808	819
5002	Guard	45	4	808	819
5017	Gublinch	0	599	5070	5069
5018	Gublinch	0	599	5070	5069
5019	Gublinch	0	599	5070	5069
5023	Jack	0	165	7158	7160
5024	Jill	0	165	7158	7160
5025	Jeff	0	165	7158	7160
5026	Egg launcher	0	308	5424	-1
5027	Egg launcher	0	309	5425	-1
5028	Egg launcher	0	308	5424	-1
5029	Commander Connad	0	4	808	819
5030	Captain Cain	0	4	808	819
5031	Private Paldo	0	102	2065	2064
5032	Private Pendron	0	103	2561	2562
5033	Private Pierreb	0	4	808	819
5034	Private Paldon	0	103	2561	2562
5035	Major Attack	0	4	808	819
5036	Major Collect	0	4	808	819
5037	Major Defend	0	4	808	819
5038	Major Heal	0	4	808	819
5039	Sergeant Sambur	0	102	2065	2064
5040	Penance Fighter	0	311	5094	5095
5041	Penance Ranger	0	314	5393	5394
5042	Penance Runner	0	315	5099	5100
5043	Penance Healer	0	312	5104	5107
5044	Penance Fighter	30	311	5094	5095
5045	Penance Fighter	32	311	5094	5095
5046	Jack	0	108	195	189
5047	Jill	0	108	195	189
5048	Jeff	0	108	195	189
5049	Auguste	0	4	808	819
5050	Auguste	0	4	808	819
5051	Auguste	0	930	773	772
5052	Auguste	0	4	808	819
5053	Assistant Serf	0	4	808	819
5054	Assistant Brock	0	4	808	819
5055	Assistant Marrow	0	4	808	819
5056	Assistant Le Smith	0	108	195	189
5057	Assistant Stan	0	4	808	819
5058	Bob	0	931	5146	5150
5059	Curly	0	932	5147	5151
5060	Moe	0	933	5148	5152
5061	Larry	0	934	5149	5153
5067	Shark	0	151	10	10
5068	Shark	0	151	10	10
5069	Shark	0	151	10	10
5072	Tropical wagtail	0	83	6771	6773
5073	Crimson swift	0	83	6771	6773
5074	Cerulean twitch	0	83	6771	6773
5075	Golden warbler	0	83	6771	6773
5076	Copper longtail	0	83	6771	6773
5079	Chinchompa	1	1278	5182	5181
5080	Carnivorous chinchompa	2	1278	5182	5181
5081	Ferret	0	285	5188	5187
5082	Black warlock	0	89	362	362
5083	Snowy knight	0	89	362	362
5084	Sapphire glacialis	0	89	362	362
5085	Ruby harvest	0	89	362	362
5086	Prickly kebbit	0	181	5273	5272
5087	Sabre-toothed kebbit	0	181	5273	5272
5088	Barb-tailed kebbit	0	181	5273	5272
5089	Wild kebbit	0	181	5273	5272
5092	Matthias	0	1284	5160	5164
5093	Matthias	0	1284	5160	5164
5094	Gyr Falcon	0	1281	5202	5284
5095	Gyr Falcon	0	1281	5202	5284
5096	Gyr Falcon	0	1281	5202	5284
5097	Gyr Falcon	0	1282	5203	5284
5098	Spotted kebbit	0	181	5273	5272
5099	Dark kebbit	0	181	5273	5272
5100	Dashing kebbit	0	181	5273	5272
5103	Sabre-toothed kyatt	60	222	5225	5226
5104	Spined larupia	40	222	5225	5226
5105	Horned graahk	50	222	5225	5226
5109	Artimeus	0	4	808	819
5110	Aleck	0	4	808	819
5111	Leon	0	4	808	819
5112	Hunting expert	0	4	808	819
5113	Hunting expert	0	4	808	819
5114	Orange salamander	0	1280	5263	5262
5115	Red salamander	0	1280	5263	5262
5116	Black salamander	0	1280	5263	5262
5117	Swamp lizard	0	1280	5263	5262
5120	Eagle	0	264	1773	1773
5121	Eagle	0	264	1773	1773
5122	Eagle	0	264	1773	1773
5123	Eagle	0	264	1773	1773
5126	Nickolaus	0	1219	845	844
5127	Nickolaus	0	-1	-1	-1
5128	Nickolaus	0	-1	-1	-1
5129	Nickolaus	0	-1	-1	-1
5130	Desert eagle	0	286	5280	5279
5131	Jungle eagle	0	286	5280	5279
5132	Polar eagle	0	286	5280	5279
5133	Eagle	0	286	5280	5279
5137	Kebbit	13	1220	5302	5301
5138	Charlie	0	4	808	819
5140	Boulder	0	1217	5310	5309
5141	Uri	0	4	808	819
5142	Uri	0	4	808	819
5143	Uri	0	4	808	819
5144	Double agent	65	4	808	819
5145	Double agent	108	4	808	819
5146	Li'l lamb	0	63	5339	5340
5147	Lamb	0	63	5339	5340
5148	Sheep	0	63	5339	5340
5149	Sheep	0	63	5339	5340
5150	Sheep	0	63	5339	5340
5151	Sheep	0	63	5339	5340
5152	Sheep	0	63	5339	5340
5153	Sheep	0	63	5339	5340
5154	Sheep	0	63	5339	5340
5155	Sheep	0	63	5339	5340
5156	Sheep	0	64	5335	5334
5157	Sheep	0	64	5335	5334
5158	Sheep	0	64	5335	5334
5159	Sheep	0	64	5335	5334
5160	Sheep	0	64	5335	5334
5161	Sheep	0	64	5335	5334
5162	Sheep	0	65	5345	5344
5163	Sheep	0	65	5345	5344
5164	Sheep	0	64	5335	5334
5165	Sheep	0	63	5339	5340
5166	Mountain Goat	0	63	5339	5340
5167	Mountain Goat	0	63	5339	5340
5168	Ram	2	64	5335	5334
5169	Ram	2	64	5335	5334
5170	Ram	2	65	5345	5344
5171	Mountain goat	0	63	5339	5340
5172	Golden sheep	0	63	5339	5340
5173	Golden sheep	0	65	5345	5344
5174	Ogre chieftain	81	1476	11426	11463
5176	Ogre shaman	113	1474	11468	11465
5177	Ogre shaman	1	1475	11469	11466
5178	Blue dragon	27	256	90	79
5179	Elkoy	0	108	195	189
5181	Ogre shaman	113	1474	11468	11465
5182	Elkoy	0	108	195	189
5184	Ogre shaman	113	1474	11468	11465
5185	King Vargas	0	-1	-1	-1
5187	Ogre shaman	113	1474	11468	11465
5188	Nial Swiftfling	156	794	11036	11037
5190	Ogre shaman	113	1474	11468	11465
5191	Blaze Sharpeye	0	-1	-1	-1
5193	Ogre shaman	113	1474	11468	11465
5194	Blaze Sharpeye	0	-1	-1	-1
5195	Wizard	0	4	808	819
5196	Wizard	0	4	808	819
5197	Wizard	0	4	808	819
5198	Ava	0	4	808	819
5200	Witch	0	4	808	819
5202	Alice's husband	0	1169	5370	5372
5203	Alice's husband	0	1169	5370	5372
5204	Alice's husband	0	1169	5370	5372
5205	Alice's husband	0	1170	5371	5373
5207	Tree	0	-1	-1	-1
5208	Undead tree	0	-1	-1	-1
5209	 Sneaky undead fowl	1	62	5386	5385
5210	Cow1337killr	123	102	2065	2064
5211	Undead cow	2	66	5852	5848
5212	Alice	0	4	808	819
5213	Penance Fighter	37	311	5094	5095
5214	Penance Fighter	42	311	5094	5095
5215	Penance Fighter	47	311	5094	5095
5216	Penance Fighter	56	311	5094	5095
5217	Penance Fighter	61	311	5094	5095
5218	Penance Fighter	68	311	5094	5095
5219	Penance Fighter	77	311	5094	5095
5220	Penance Runner	0	315	5099	5100
5221	Penance Runner	0	315	5099	5100
5222	Penance Runner	0	315	5099	5100
5223	Penance Runner	0	315	5099	5100
5224	Penance Runner	0	315	5099	5100
5225	Penance Runner	0	315	5099	5100
5226	Penance Runner	0	315	5099	5100
5227	Penance Runner	0	315	5099	5100
5228	Penance Runner	0	315	5099	5100
5229	Penance Ranger	21	314	5393	5394
5230	Penance Ranger	25	314	5393	5394
5231	Penance Ranger	32	314	5393	5394
5232	Penance Ranger	38	314	5393	5394
5233	Penance Ranger	43	314	5393	5394
5234	Penance Ranger	51	314	5393	5394
5235	Penance Ranger	57	314	5393	5394
5236	Penance Ranger	64	314	5393	5394
5237	Penance Ranger	72	314	5393	5394
5238	Penance Healer	0	312	5104	5107
5239	Penance Healer	0	312	5104	5107
5240	Penance Healer	0	312	5104	5107
5241	Penance Healer	0	312	5104	5107
5242	Penance Healer	0	312	5104	5107
5243	Penance Healer	0	312	5104	5107
5244	Penance Healer	0	312	5104	5107
5245	Penance Healer	0	312	5104	5107
5246	Penance Healer	0	312	5104	5107
5247	Penance Queen	209	310	5410	5409
5248	Queen spawn	63	313	5090	5089
5249	Captain Errdo	0	108	195	189
5250	Scarab mage	93	245	7618	7619
5251	Locust rider	106	246	7583	7582
5252	Locust rider	98	246	7583	7582
5253	Giant scarab	191	844	5455	5454
5254	Scarab mage	66	245	7618	7619
5255	Locust rider	68	246	7583	7582
5256	Locust rider	68	246	7583	7582
5258	Banker	0	4	808	819
5260	Banker	0	4	808	819
5262	Stonemason	0	4	808	819
5264	Nathifa	0	4	808	819
5266	Urbi	0	4	808	819
5268	Jamila	0	4	808	819
5270	Sophanem guard	0	29	813	1205
5272	Sophanem guard	0	4	808	819
5274	Sophanem guard	0	29	813	1205
5276	Sophanem guard	0	4	808	819
5277	Menaphite guard	0	4	808	819
5278	Coenus	0	4	808	819
5279	Jex	0	4	808	819
5281	Maisa	0	4	808	819
5284	Osman	0	4	808	819
5285	Osman	0	4	808	819
5286	Osman	0	4	808	819
5287	Osman	0	4	808	819
5288	Embalmer	0	4	808	819
5289	Carpenter	0	4	808	819
5290	Linen worker	0	4	808	819
5291	Priest	0	4	808	819
5292	Giant scarab	0	844	5455	5454
5293	Zombie	13	67	5565	5566
5294	Zombie	13	67	5565	5566
5295	Zombie	13	67	5565	5566
5296	Zombie	13	67	5565	5566
5297	Zombie	13	67	5565	5566
5298	Zombie	13	67	5565	5566
5299	Zombie	13	67	5565	5566
5300	Zombie	13	67	5565	5566
5301	Zombie	13	67	5565	5566
5302	Zombie	13	67	5565	5566
5303	Zombie	13	67	5565	5566
5304	Zombie	13	67	5565	5566
5305	Zombie	13	67	5565	5566
5306	Zombie	13	67	5565	5566
5307	Zombie	13	67	5565	5566
5308	Zombie	18	67	5565	5566
5309	Zombie	18	38	5572	5570
5310	Zombie	18	67	5565	5566
5311	Zombie	18	67	5565	5566
5312	Zombie	18	67	5565	5566
5313	Zombie	18	67	5565	5566
5314	Zombie	24	38	5572	5570
5315	Zombie	24	68	5576	5577
5316	Zombie	24	38	5572	5570
5317	Zombie	24	38	5572	5570
5318	Zombie	24	38	5572	5570
5319	Zombie	24	38	5572	5570
5320	Zombie	24	69	5565	5570
5321	Zombie	24	38	5572	5570
5322	Zombie	24	68	5576	5577
5323	Zombie	24	38	5572	5570
5324	Zombie	24	38	5572	5570
5325	Zombie	24	38	5572	5570
5326	Zombie	24	38	5572	5570
5327	Zombie	24	38	5572	5570
5328	Zombie	25	38	5572	5570
5329	Zombie	25	38	5572	5570
5330	Zombie	25	38	5572	5570
5331	Zombie	25	38	5572	5570
5332	Skeleton	22	71	5483	5479
5333	Skeleton	22	71	5483	5479
5334	Skeleton	22	70	5483	5481
5335	Skeleton	21	71	5483	5479
5336	Skeleton	21	71	5483	5479
5337	Skeleton	25	70	5483	5481
5338	Skeleton	25	70	5483	5481
5339	Skeleton	25	70	5483	5481
5340	Skeleton	25	71	5483	5479
5341	Skeleton	45	1417	5495	5497
5342	Ghost	19	74	5530	5531
5343	Ghost	19	74	5530	5531
5344	Ghost	19	74	5530	5531
5345	Ghost	19	74	5530	5531
5346	Ghost	19	74	5530	5531
5347	Ghost	19	74	5530	5531
5348	Ghost	19	74	5530	5531
5349	Ghost	19	74	5530	5531
5350	Ghost	19	74	5530	5531
5351	Ghost	19	74	5530	5531
5352	Ghost	19	74	5530	5531
5353	Undead one	68	70	5483	5481
5354	Undead one	61	70	5483	5481
5355	Undead one	68	67	5565	5566
5356	Undead one	68	67	5565	5566
5357	Undead one	73	38	5572	5570
5358	Undead one	73	38	5572	5570
5359	Giant skeleton	80	72	5493	5497
5360	Mummy ashes	96	785	5563	5563
5361	Waterfiend	115	1251	302	1417
5362	Brutal green dragon	227	77	90	79
5363	Mithril dragon	304	77	90	79
5364	Confused barbarian	132	102	2065	2064
5365	Skeleton	60	71	5483	5479
5366	Skeleton	60	70	5483	5481
5367	Skeleton	85	70	5483	5481
5368	Skeleton	85	70	5483	5481
5369	Ghost	77	74	5530	5531
5370	Ghost	77	74	5530	5531
5371	Ghost	77	74	5530	5531
5372	Ghost	76	74	5530	5531
5373	Ghost	76	74	5530	5531
5374	Ghost	76	74	5530	5531
5375	Zombie	30	69	5565	5570
5376	Zombie	30	69	5565	5570
5377	Zombie	44	38	5572	5570
5378	Zombie	44	38	5572	5570
5379	Zombie	53	68	5576	5577
5380	Zombie	53	38	5572	5570
5381	Skeleton	77	70	5483	5481
5382	Animated steel armour	53	4	808	819
5383	Odovacar	0	26	5607	5606
5384	Giant skeleton	100	72	5493	5497
5385	Skeleton	94	71	5483	5479
5386	Skeleton	77	70	5483	5481
5387	Skeleton	81	70	5483	5481
5388	Skeleton	42	70	5483	5481
5389	Skeleton	59	70	5483	5481
5390	Skeleton	42	70	5483	5481
5391	Skeleton	63	71	5483	5479
5392	Skeleton	40	71	5483	5479
5393	Zombie	40	490	5576	5577
5394	Zombie	42	490	5576	5577
5395	Zombie	47	490	5576	5577
5396	Zombie	50	490	5576	5577
5397	Zombie	56	490	5576	5577
5398	Zombie	61	490	5576	5577
5399	Zombie	67	84	5572	5570
5400	Zombie	70	84	5572	5570
5401	Zombie	72	84	5572	5570
5402	Zombie	76	84	5572	5570
5403	Zombie	80	84	5572	5570
5404	Zombie	85	84	5572	5570
5405	Zombie	86	84	5572	5570
5406	Zombie	90	84	5572	5570
5407	Zombie	95	84	5572	5570
5408	Zombie	98	84	5572	5570
5409	Zombie	100	84	5572	5570
5410	Zombie	81	84	5572	5570
5411	Skeleton	72	71	5483	5479
5412	Skeleton	87	70	5483	5481
5413	Possessed pickaxe	50	486	5589	5593
5414	Animated spade	50	487	5594	5595
5415	Terror dog statue	0	-1	-1	-1
5416	Terror dog statue	0	-1	-1	-1
5417	Terror dog	110	489	5623	5622
5418	Terror dog	100	489	5623	5622
5419	Tarn	0	4	808	819
5420	Tarn	69	4	808	819
5421	Mutant tarn	69	488	5616	5615
5422	Skeleton	77	70	5483	5481
5424	Larry	0	4	808	819
5425	Larry	0	4	808	819
5426	Larry	0	4	808	819
5428	Penguin	0	90	5668	5666
5429	Penguin	0	90	5668	5666
5430	Penguin	0	90	5668	5666
5431	KGP Guard	0	90	5668	5666
5432	Pescaling Pax	0	1527	11751	11752
5433	Ping	0	1526	5673	5673
5434	Ping	0	90	5668	5666
5435	Pong	0	1525	5675	5675
5436	Pong	0	90	5668	5666
5437	Ping	0	90	5668	5666
5438	Pong	0	90	5668	5666
5439	Musician	0	1541	11796	11796
5441	KGP Agent	0	90	5668	5666
5442	Musician	0	1541	11796	11796
5444	Noodle	0	90	5668	5666
5445	Penguin	0	90	5668	5666
5446	Penguin suit	0	90	5668	5666
5447	Agility Instructor	0	1211	5677	5676
5448	Army Commander	0	1211	5677	5676
5449	Penguin	0	1215	5680	-1
5450	Penguin	0	1214	5682	-1
5451	Penguin	0	1212	5685	-1
5452	Icelord	51	1216	5722	5721
5453	Icelord	51	1216	5722	5721
5454	Icelord	51	1216	5722	5721
5455	Icelord	51	1216	5722	5721
5456	Crusher	0	-1	-1	-1
5457	Crusher	0	-1	-1	-1
5458	Crusher	0	-1	-1	-1
5459	Crusher	0	-1	-1	-1
5460	Bandos avatar	125	1454	11242	11255
5461	Bandos avatar	125	1455	11241	11255
5462	Tolna	0	4	808	819
5463	Honour guard	0	119	813	819
5464	Honour guard	0	119	813	819
5465	Fridleif Shieldson	0	4	808	819
5466	Thakkrad Sigmundson	0	4	808	819
5467	Iceberg	0	1068	5770	5770
5468	Iceberg	0	1068	5770	5770
5469	Arctic Pine	0	1069	5773	5773
5470	Fishing spot	0	178	9645	9645
5471	Fishing spot	0	178	9645	9645
5472	Ice Troll King	122	42	286	283
5473	Ice troll runt	74	42	286	283
5474	Ice troll male	82	42	286	283
5475	Ice troll female	82	42	286	283
5476	Ice troll grunt	102	42	286	283
5477	Bork Sigmundson	0	4	808	819
5478	King Gjuki Sorvott IV	0	4	808	819
5479	HRH Hrafn	0	41	9158	9157
5480	Thorkel Silkbeard	0	4	808	819
5481	Mord Gunnars	0	4	808	819
5482	Mord Gunnars	0	4	808	819
5483	Hring Hring	0	4	808	819
5484	Flosi Dalksson	0	4	808	819
5485	Raum Urda-Stein	0	4	808	819
5486	Skuli Myrka	0	4	808	819
5487	Keepa Kettilon	0	119	813	819
5488	Magnus Gram	0	4	808	819
5489	Guard	0	4	808	819
5490	Guard	0	119	813	819
5491	Guard	0	4	808	819
5492	Guard	0	4	808	819
5493	Freygerd	0	4	808	819
5494	Lensa	0	4	808	819
5495	Vanligga Gastfrihet	0	4	808	819
5496	Sassilik	0	4	808	819
5497	Miner	0	1070	627	819
5498	Miner	0	4	808	819
5499	Eric	0	4	808	819
5500	Gruva Patrull	0	4	808	819
5501	Brendt	0	2	101	98
5502	Grundt	0	2	101	98
5503	Mawnis Burowgar	0	4	808	819
5504	Mawnis Burowgar	0	4	808	819
5505	Fridleif Shieldson	0	4	808	819
5506	Thakkrad Sigmundson	0	4	808	819
5507	Maria Gunnars	0	4	808	819
5508	Maria Gunnars	0	4	808	819
5509	Jofridr Mordstatter	0	4	808	819
5510	Morten Holdstrom	0	4	808	819
5511	Gunnar Holdstrom	0	4	808	819
5512	Anne Isaakson	0	4	808	819
5513	Lisse Isaakson	0	4	808	819
5514	Honour guard	115	119	813	819
5515	Honour guard	115	4	808	819
5516	Honour guard	115	4	808	819
5517	Honour guard	115	4	808	819
5518	Kjedelig Uppsen	0	119	813	819
5519	Trogen Konungarde	0	119	813	819
5520	Slug Hemligssen	0	4	808	819
5521	Ice troll runt	74	42	286	283
5522	Ice troll male	82	42	286	283
5523	Ice troll female	82	42	286	283
5524	Ice troll grunt	100	42	286	283
5525	Ice troll runt	74	42	286	283
5526	Ice troll male	82	42	286	283
5527	Ice troll female	82	42	286	283
5528	Ice troll grunt	100	42	286	283
5529	Yak	22	11	5785	5781
5531	Sorceress	0	4	808	819
5532	Apprentice	0	93	5800	5799
5533	Autumn Elemental	0	355	5801	5802
5534	Autumn Elemental	0	355	5801	5802
5535	Autumn Elemental	0	355	5801	5802
5536	Autumn Elemental	0	355	5801	5802
5537	Autumn Elemental	0	355	5801	5802
5538	Autumn Elemental	0	355	5801	5802
5539	Spring Elemental	0	355	5801	5802
5540	Spring Elemental	0	355	5801	5802
5541	Spring Elemental	0	355	5801	5802
5542	Spring Elemental	0	355	5801	5802
5543	Spring Elemental	0	355	5801	5802
5544	Spring Elemental	0	355	5801	5802
5545	Spring Elemental	0	355	5801	5802
5546	Spring Elemental	0	355	5801	5802
5547	Summer Elemental	0	355	5801	5802
5548	Summer Elemental	0	355	5801	5802
5549	Summer Elemental	0	355	5801	5802
5550	Summer Elemental	0	355	5801	5802
5551	Summer Elemental	0	355	5801	5802
5552	Summer Elemental	0	355	5801	5802
5553	Winter Elemental	0	356	5803	5802
5554	Winter Elemental	0	356	5803	5802
5555	Winter Elemental	0	356	5803	5802
5556	Winter Elemental	0	356	5803	5802
5557	Winter Elemental	0	356	5803	5802
5558	Winter Elemental	0	356	5803	5802
5559	Osman	0	153	3396	3396
5560	Osman	0	153	3396	3396
5561	Osman	0	354	3359	3359
5563	Del-Monty	0	41	9158	9157
5564	Bouncer	160	229	6580	6582
5565	Bouncer	160	229	6580	6582
5566	General Khazard	0	111	842	841
5567	Scout	0	111	842	841
5568	Scout	0	111	842	841
5569	Scout	0	111	842	841
5570	Scout	0	111	842	841
5571	Sin Seer	0	800	5810	5809
5572	Ghost	0	4	808	819
5578	Effigy	0	690	808	5822
5579	Effigy	0	690	808	5822
5580	Bonafido	0	691	5814	819
5581	Homunculus	0	698	5831	5832
5582	Homunculus	0	699	5831	-1
5583	Homunculus	0	699	5831	-1
5584	Cage	0	-1	-1	-1
5585	'Transmute' The Alchemist	0	700	5823	5822
5586	'Transmute' The Alchemist	0	690	808	5822
5587	'Currency' The Alchemist	0	700	5823	5822
5588	'Currency' The Alchemist	0	690	808	5822
5589	'Black-eye'	0	692	5817	819
5590	'No fingers'	0	693	5815	819
5591	'Gummy'	0	694	5816	819
5592	'The Guns'	0	695	5818	819
5593	Frogeel	103	697	5839	5840
5594	Spidine	42	696	145	142
5595	Swordchick	46	62	5386	5385
5596	Jubster	87	269	6803	6804
